FID,WD24CD,WD24NM,WD24NMW,BNG_E,BNG_N,LONG,LAT,Shape__Area,Shape__Length,GlobalID
3827,E05012869,Town & Castle,,631153,140828,1.30168,51.12008,6325241.32,31904.48674,8db0d556-f6ba-4040-82c3-8103cda2bb29
3828,E05012870,Walmer,,637075,150362,1.392421,51.20325,3184117.666,8815.662137,6d171d06-3c0b-49c5-bd41-948fe6e73a33
3829,E05012871,Whitfield,,630184,145017,1.290532,51.15808,7074236.822,14271.4599,43c6a927-5b02-4938-82c6-1e2d70d275c1
3830,E05012872,Banstead Village,,526042,160189,-0.19236,51.32684,8200428.545,14872.21243,a33efdac-e462-4f94-8dcb-e1b774f23e7a
3831,E05012873,"Chipstead, Kingswood & Woodmansterne",,526461,156818,-0.18754,51.29645,19342843.29,29715.61164,d87f5ad3-f367-4c8d-aef8-9440191fa4f4
3832,E05012874,Earlswood & Whitebushes,,527660,148646,-0.17327,51.22274,4708538.804,12055.51379,455c0a0d-2a9f-42d7-8321-b635e677a955
3833,E05012875,"Hooley, Merstham & Netherne",,529251,154646,-0.14833,51.2763,11599562.83,19022.13322,1bfdb86e-533a-47f1-918a-a5811b9b19ae
3834,E05012876,Horley Central & South,,529388,142837,-0.15062,51.17014,5148295.321,10553.61862,869fdcaa-718e-4ab5-a1c8-9bf8b04a2e18
3835,E05012877,Horley East & Salfords,,528246,146171,-0.16576,51.20036,12859011.5,22005.46036,d306c4a6-b88b-438f-bb8b-73200db10b2c
3836,E05012878,Horley West & Sidlow,,525595,145046,-0.20408,51.19084,11997955.13,32348.72876,206077e9-86e8-402d-b4df-8dc619f50adb
3837,E05012879,"Lower Kingswood, Tadworth & Walton",,523647,154804,-0.22858,51.27896,19807394.6,22744.49898,6059a917-9ac5-4818-827a-f9815d758f0c
3838,E05012880,Meadvale & St John's,,526598,149618,-0.18812,51.23171,2405527.87,9316.336253,76cd0a55-1662-48ff-8e2b-6b66efc119e3
3839,E05012881,Nork,,523946,159282,-0.22274,51.31915,4205601.432,11074.87279,6c3601b3-0c5b-41d2-a6a0-ad7be08a2cf9
3840,E05012882,Redhill East,,528818,150727,-0.15594,51.24118,3621020.465,9138.494894,3593b130-a2b1-422a-8144-9829b922da3b
3841,E05012883,Redhill West & Wray Common,,527350,151989,-0.17652,51.25285,5665337.692,12518.91914,6f9b5d1b-906f-40f6-a738-bc96d8dc5e8d
3842,E05012884,Reigate,,525162,150262,-0.20845,51.23781,10629934.39,20517.49513,00041e9d-e76a-458e-a444-b1e242766d1b
3843,E05012885,South Park & Woodhatch,,525227,148159,-0.20826,51.2189,6501275.934,14339.72363,1b355c88-cf43-496a-abff-b918f73af6d9
3844,E05012886,Tattenham Corner & Preston,,523135,157898,-0.23485,51.30688,2469104.568,7721.507159,cf23671c-9d5a-496f-90cf-5ad9c20ee846
3845,E05012887,Addlestone North,,504911,164983,-0.49411,51.37422,1631695.261,5674.688932,bff7999b-3907-49c3-ba07-ca970a3dfa23
3846,E05012888,Addlestone South,,506044,164668,-0.47793,51.37117,2582226.587,13261.02611,515886df-40d7-44d4-ab62-8db90c981fdf
3847,E05012889,Chertsey Riverside,,504816,166011,-0.49517,51.38347,3807249.088,13785.53208,3600020b-475a-4582-b291-622000257e35
3848,E05012890,Chertsey St Ann's,,503810,167000,-0.50933,51.39255,3486808.033,9814.668415,e1cac5ed-fe66-46f8-8071-3f0967808b28
3849,E05012891,Egham Hythe,,502741,171072,-0.52351,51.42934,1943808.081,6127.52891,48621ad0-9ccd-4b46-8a9e-d47f3b3f4781
3850,E05012892,Egham Town,,501121,170982,-0.54683,51.42883,2868587.856,10078.09196,003e0d03-0fe1-424d-a1e1-df4b9cd32b90
3851,E05012893,Englefield Green East,,499800,170479,-0.56597,51.42454,1883166.715,7963.557131,1e50a1d8-30aa-43d6-8ac0-57f0ba9af0ab
3852,E05012894,Englefield Green West,,498879,171305,-0.57898,51.43213,7359098.951,13885.66156,73bab3f1-eddf-429c-9e48-340f91d626e6
3853,E05012895,"Longcross, Lyne & Chertsey South",,500696,165613,-0.55446,51.38064,12738339.94,17399.88226,0d6774b1-ea35-4f33-9f53-85a83ec84aee
3854,E05012896,New Haw,,505484,163067,-0.48645,51.35689,3471276.089,10033.21718,f749a2d1-b36a-45f6-9965-f0fa6f891052
3855,E05012897,Ottershaw,,502200,163486,-0.53347,51.36125,8060776.019,16986.50377,fc062c8d-ac94-4767-b088-2f325a82b70c
3856,E05012898,Thorpe,,502619,169160,-0.52582,51.41218,9148264.826,17733.82866,1a4c903a-0b90-46d1-adf4-5ca52776235c
3857,E05012899,Virginia Water,,498827,168384,-0.58054,51.40588,15332576.01,20774.49097,3354d143-a2a9-491a-b9eb-eb4a987993fb
3858,E05012900,Woodham & Rowtown,,503535,162356,-0.51463,51.35085,3712017.993,12160.23227,29599bbe-ea80-4c2c-8c46-416d0781a582
3859,E05012901,Bowthorpe,,618121,309097,1.222061,52.63578,2727774.797,8667.264541,e89a25be-532c-44fc-a563-f621de908aa8
3860,E05012902,Catton Grove,,622786,313974,1.294174,52.67766,5661085.035,18794.99737,12dddcae-35a1-464b-b37d-cf77bf9d0b1b
3861,E05012903,Crome,,625044,309881,1.324724,52.63999,2625244.533,9196.548735,707ec242-9db1-4089-8627-656b8e72da66
3862,E05012904,Eaton,,620931,306341,1.261676,52.60991,5151040.888,11134.25858,f53c51aa-d969-485b-86b1-5ebb40b42725
3863,E05012905,Lakenham,,623463,306900,1.299385,52.61389,3816499.373,12627.46888,51ea340c-5e19-4ae1-9d14-63e0529ea71b
3864,E05012906,Mancroft,,622906,308406,1.292187,52.62763,2022754.131,9228.587878,b5331ac5-5f43-4641-af15-599963d2bbd5
3865,E05012907,Mile Cross,,621748,310730,1.276666,52.64897,2753241.374,8727.705924,9ee79aaa-cfa8-4231-8e0d-7490986cd9f2
3866,E05012908,Nelson,,621536,308363,1.27195,52.62781,1707515.168,6372.949709,c9e111f3-5f37-4db7-9e78-2c8e58541121
3867,E05012909,Sewell,,623457,310194,1.301522,52.64346,1346970.02,6237.488045,bb193001-88ac-484c-b4e4-db74c4c38c44
3868,E05012910,Thorpe Hamlet,,624437,308413,1.314773,52.62707,2498581.817,12485.58444,21f16aa2-c622-49a2-9275-bb8c5132b221
3869,E05012911,Town Close,,622660,307612,1.288024,52.62061,1737356.279,6572.788428,d6bb44f2-ca7b-4063-b2e6-8f0bea66a791
3870,E05012912,University,,619951,308100,1.248396,52.62609,3652290.491,9711.818737,15a362ea-7b99-4d7e-a2a7-b9322221f2ae
3871,E05012913,Wensum,,620548,309899,1.258402,52.642,3297371.087,10520.65596,ec23124b-2d9c-4f53-b01c-a4261c6cf51f
3872,E05012914,Bewbush & North Broadfield,,524544,135453,-0.22243,51.10485,1639544.982,6784.651226,f1d6bbe0-234e-4fde-bd35-5c6d663c2bd4
3873,E05012915,Broadfield,,525671,134165,-0.20678,51.09303,2255029.359,7400.855146,28412dee-73fe-4b4e-baef-21fc3ced0dc9
3874,E05012916,Furnace Green,,528093,135304,-0.17181,51.10273,2470934.676,8341.497853,9382357c-e17c-45bc-8445-052c71040ce9
3875,E05012917,Gossops Green & North East Broadfield,,525498,136024,-0.20861,51.10977,1449674.507,6159.183885,5c3ee7d7-7700-48bd-b690-518ccad54ff8
3876,E05012918,Ifield,,524830,137344,-0.21769,51.12178,2293661.533,9009.513355,4114366d-5ea7-4a4f-bd19-1cfa4de3af1a
3877,E05012919,Langley Green & Tushmore,,525858,139935,-0.2021,51.14484,14656355.92,23118.39461,0ca2ab72-2708-40aa-8abd-cb968eac973a
3878,E05012920,Maidenbower,,529413,135535,-0.15289,51.10451,1818968.953,6500.386555,1385d38b-9106-4d47-96f0-a35fdb105a18
3879,E05012921,Northgate & West Green,,526671,137153,-0.19146,51.11966,2124618.427,7328.981295,adf46d2d-c954-433a-a3a0-8b1a17afeb92
3880,E05012922,Pound Hill North & Forge Wood,,529677,139670,-0.14763,51.14161,6724368.16,12108.95547,397df203-c017-4c1a-9e4c-894c4c83f831
3881,E05012923,Pound Hill South & Worth,,529699,136640,-0.14841,51.11437,2101125.464,7236.493136,1e4e206d-3ce5-4b60-8fed-3e506f3b0867
3882,E05012924,Southgate,,526546,135845,-0.19371,51.10793,1810945.778,5447.6948,64551bb8-23d2-4ae5-bb2a-e12ed7433cb1
3883,E05012925,Three Bridges,,527784,136821,-0.17569,51.11643,2771505.662,9594.861504,33f5cd63-fbf4-4751-996d-d0db2569719d
3884,E05012926,Tilgate,,527200,134572,-0.18482,51.09635,2828545.834,7286.728301,1439efa8-9bc0-430b-80df-bfed43d7ab77
3885,E05012927,Ampfield & Braishfield,,437325,125103,-1.46917,51.02408,21836291.82,33340.55988,db0ec74c-e8b8-4679-ac52-1c5213aa7d47
3886,E05012928,Andover Harroway,,436098,146769,-1.4845,51.21898,3280969.518,9830.94757,d27e003a-d7e1-4095-a328-85d5069e135a
3887,E05012929,Andover Millway,,434250,145293,-1.5111,51.20582,2937064.96,10144.21388,9435ff78-3662-42b7-b6ed-896e41381e50
3888,E05012930,Andover St Mary's,,437156,145795,-1.46945,51.21015,3123442.006,8604.979413,2a9da1c7-dbe3-43ed-98bc-0cad04463bbc
3889,E05012931,Andover Winton,,436857,144716,-1.47385,51.20047,2548452.458,7175.296674,f6011173-e1b2-49ee-b99b-e970425a9a23
3890,E05012932,Anna,,431246,142929,-1.55431,51.18473,69912076.41,46475.55209,c11b5afd-90e3-4fbe-aa22-d53c40374337
3891,E05012933,Bellinger,,428043,146846,-1.59983,51.22012,35971926.46,31222.01153,7c6dfafb-02e7-4159-8a45-00b3858428d8
3892,E05012934,Bourne Valley,,436379,153621,-1.47978,51.28057,76065901.29,49468.1897,5dda7c44-75e6-49a6-9657-2e1ad729045a
3893,E05012935,Charlton & the Pentons,,433021,147926,-1.52845,51.22956,14396078.76,17733.5733,f15f1a1a-e788-46f9-96bd-4abd347dd0ac
3894,E05012936,"Chilworth, Nursling & Rownhams",,437282,117146,-1.4706,50.95253,31194720.85,43362.58541,48c65a95-4b5a-48f8-9303-bed22bd24f52
3895,E05012937,North Baddesley,,439893,120644,-1.43305,50.98381,7966233.623,14736.1439,c3b41bc6-6800-45bb-8508-397a29c81b1e
3896,E05012938,Romsey Cupernham,,436493,122864,-1.48126,51.004,5761426.726,12676.80316,373ecb0f-b26f-438a-9786-4b98a5cbae64
3897,E05012939,Valley Park,,442041,120780,-1.40243,50.98488,2441673.258,8253.143449,25e84320-8210-4b4f-8d20-da1a8478ce81
3898,E05012953,Little Stour & Adisham,,621306,157051,1.171197,51.26962,49170487.82,44111.00439,bf5b431b-bc3c-4056-8ee9-08aa67ae0589
3899,E05012954,Nailbourne,,618627,151001,1.129163,51.21633,40599337.89,38943.96962,5e56065a-d111-4d43-a0df-cbba40a28061
3900,E05012955,Reculver,,622400,165792,1.192299,51.34767,31211053.71,37564.29081,d52c5f8d-9aa5-4eed-a9e8-ce53346ea6e7
3901,E05012956,Sturry,,618132,161358,1.128398,51.30951,19520002.4,29690.7455,cae47e51-fb56-4cf0-a4e3-a1b4f92b74b4
3902,E05012957,Credenhill,,346800,241961,-2.7776,52.07345,17501315.17,24192.56895,82febcf1-5945-40e2-9b9b-ade7c9f4451f
3903,E05012958,Queenswood,,349239,251130,-2.74339,52.15611,50773625.18,62757.95411,5b6045b8-7632-498e-8a01-4ca1371bf6a2
3904,E05012959,Stoney Street,,343326,240377,-2.82802,52.05886,53603979.27,51520.80174,30cae8f1-d760-4275-86c9-81deeedc5ad3
3905,E05012960,Sutton Walls,,352226,247592,-2.69923,52.12457,25669402.06,37579.54283,b345d24a-0e5a-4232-9450-7dd4ea36b5f5
3906,E05012961,Gosfield & Greenstead Green,,579472,229593,0.609317,51.93591,43570821.16,57077.82888,c5907903-a736-429f-90d4-a4ce20c01aaf
3907,E05012962,Halstead St Andrew's,,582105,230891,0.648262,51.94671,3545206.786,10488.86634,35a3b1b6-0189-47e3-91dd-62b3e7e37aae
3908,E05012963,Halstead Trinity,,580974,230107,0.631412,51.94004,1789248.949,7134.982622,a1bbb135-0cc8-46e4-a2bb-9341c8791585
3909,E05012964,Hatfield Peverel & Terling,,578401,214031,0.585721,51.79647,51575199.97,47400.80351,90e22eb2-5bbd-428c-b513-86e8adb424e5
3910,E05012965,Silver End & Cressing,,581509,218956,0.633321,51.83971,24734581.67,34578.95689,afa4ddc0-f696-4791-9cad-d188aea9eb32
3911,E05012966,Witham Central,,582432,214466,0.644339,51.79908,3477963.304,12811.36073,76a295e3-1422-46f9-b4c7-400bf36105d8
3912,E05012967,Witham North,,581463,216593,0.631415,51.8185,3485668.358,11689.70976,59c8ba0e-2002-496f-a378-cfa656da0076
3913,E05012968,Bicester South and Ambrosden,,459484,220348,-1.13726,51.87854,10846093.85,20532.39043,86f54943-4e98-442e-ada5-acb2e07ba135
3914,E05012969,Fringford and Heyfords,,458691,227087,-1.14763,51.9392,134620936.5,92399.23539,74371fb9-53f9-472f-aad8-492d66271254
3915,E05012970,Abingdon Dunmore,,450021,199192,-1.27776,51.68926,2073687.674,7532.454912,20506272-9c5c-443c-ab09-73287a86e525
3916,E05012971,Abingdon Peachcroft,,450877,198843,-1.26543,51.68605,1774535.842,8533.219242,a33c3af7-9262-4dce-8ed3-bb52ee81f2c8
3917,E05012973,Faringdon,,428225,196622,-1.59327,51.66767,14624011.94,22689.58763,033023c0-ad4c-4009-a88c-ccbb33c05798
3918,E05012974,Grove North,,440247,190600,-1.42013,51.61279,6790165.568,12762.25806,7433c0ed-5e2c-49af-91bb-1660a32d03a1
3919,E05012975,Hendreds,,444860,187362,-1.35393,51.58333,50652377.9,40573.30387,601db495-90b9-4997-b104-6ad8a0a198f9
3920,E05012977,Marcham,,446656,197997,-1.3266,51.67881,15906879.83,23023.2279,22d95246-8f81-4f8c-ac70-cf7ad15e2dc2
3921,E05012978,Wantage & Grove Brook,,439692,189057,-1.42832,51.59896,3822150.923,11503.53182,40b75a79-5f53-44e1-a8a8-ad55c231a605
3922,E05012979,Wantage Charlton,,440398,185672,-1.41852,51.56848,11093549.66,19823.58387,d1e68e75-6e0c-445e-9e3e-7abb5d3d16e5
3923,E05012980,Watchfield & Shrivenham,,425909,190888,-1.62718,51.61622,99146717.67,70922.34116,310f1ff8-3b35-4afe-b9e8-9192a1bbc3b0
3924,E05012990,Barton,,616410,157295,1.101269,51.27369,10179926.43,17484.26225,26e25bcb-7f28-4900-9501-c96ce0d64b01
3925,E05012991,Chartham & Stone Street,,612140,151243,1.036562,51.22095,69813455.74,55337.13788,31123f42-bbaf-48b0-990f-f73243a8e5f2
3926,E05012992,Kingston Bagpuize,,439831,195070,-1.42563,51.65301,28839645.7,50787.72388,f3b3cb7c-a6aa-4dab-aabb-53e40cfe7c62
3927,E05012993,Anston & Woodsetts,,453799,382793,-1.19348,53.33933,27961114.93,29467.325,7f8f1a62-8643-4461-a99b-1e531f2cd39d
3928,E05012994,Aston & Todwick,,447845,385353,-1.2825,53.36291,13937949.98,19335.89262,34e52ec6-2122-41c3-9882-0c8b7d3d3278
3929,E05012995,Aughton & Swallownest,,444894,386358,-1.3267,53.3722,10222936.66,20252.8529,c12fe10c-a63c-4b3d-a7b8-b1f9fccdba17
3930,E05012996,Boston Castle,,442861,391864,-1.35651,53.42185,8293900.112,17588.20178,0b013e28-0c4f-438f-8d44-512a82f28754
3931,E05012997,Bramley & Ravenfield,,448753,395720,-1.26726,53.456,14504567.28,26493.18871,2b473195-6a1e-4508-85c4-2cf4fd10e210
3932,E05012998,Brinsworth,,442184,389920,-1.36695,53.40444,3957916.458,10452.17549,e15ba3af-6712-4d4a-ac3a-7a47e24d8a3d
3933,E05012999,Dalton & Thrybergh,,446503,394483,-1.30132,53.44509,8927728.251,17285.9206,faac6002-638e-499e-bb67-88288370553c
3934,E05013000,Dinnington,,454209,388069,-1.18642,53.3867,35698333.24,36134.45184,b3df6bb5-aa66-4b70-8e00-597ef1b3afe2
3935,E05013001,Greasbrough,,441634,395132,-1.37454,53.45132,5210551.932,11847.26787,07aadd1d-ffd6-4b86-8b1f-2ed2e70eba10
3936,E05013002,Hellaby & Maltby West,,451630,392034,-1.22454,53.4226,6395734.782,14544.72384,d8442ab8-614f-4b66-b965-0bc0cdc04572
3937,E05013003,Hoober,,439817,398616,-1.40146,53.48278,26338681.58,32676.91919,f81362f5-3bde-4a23-b582-ec8291852cdd
3938,E05013004,Keppel,,438989,394895,-1.4144,53.4494,9543381.404,16672.88454,9639b884-fadd-4a3b-bfb8-e759f0fbfe79
3939,E05013005,Kilnhurst & Swinton East,,446014,398110,-1.30816,53.47773,3805084.168,11908.18814,dfd5bb62-4ce9-4fcc-8698-9b79c1d6a460
3940,E05013006,Maltby East,,455137,391151,-1.17193,53.41431,17606587.07,26426.30376,b12b4557-8573-4deb-bd7f-50b971c2f962
3941,E05013007,Rawmarsh East,,444935,396095,-1.3247,53.45971,6214084.893,14562.41239,790049b7-4db5-4ffe-b708-223d728ffb12
3942,E05013008,Rawmarsh West,,442986,396758,-1.35396,53.46583,5802973.361,15355.07694,88137e2c-cddb-40e8-ac48-8ca08265b03c
3943,E05013009,Rother Vale,,442903,387770,-1.35643,53.38505,8812380.801,16020.57663,a970d26c-d366-4782-9418-ca98a751cb02
3944,E05013010,Rotherham East,,444144,393734,-1.33694,53.43856,3868039.329,9639.065118,2182089a-a092-491a-8e75-381ee8864c4a
3945,E05013011,Rotherham West,,440423,392914,-1.39306,53.43148,5807453.717,14588.16892,3ade2f10-61c1-42ce-beb3-fbeae9b601cd
3946,E05013012,Sitwell,,446252,389969,-1.30576,53.40454,12588262.63,19654.94232,6ba7418c-b45d-4f60-8f1d-d88207a98b78
3947,E05013013,Swinton Rockingham,,444766,398912,-1.32685,53.48504,3562094.954,10688.16369,6f6a74d2-daa4-4f31-a26c-07689be1017a
3948,E05013014,Thurcroft & Wickersley South,,449955,389122,-1.2502,53.39659,12455413.62,23046.25444,8d2135a6-49a0-4ed1-8075-ef49c8e6e9e9
3949,E05013015,Wales,,447881,381657,-1.28252,53.32969,22603565.2,26230.22183,f5c2d005-7fd0-4903-9188-e7f7d3a3b668
3950,E05013016,Wath,,443974,400467,-1.33856,53.49909,8453388.356,18698.11486,40f28e86-456a-4dcc-96a3-ceb1a547b999
3951,E05013017,Wickersley North,,447388,392872,-1.28824,53.43053,3962242.962,11832.28625,ae741b86-879b-4068-b913-1aafd9a9b514
3952,E05013018,Barton & Winton,,376337,398412,-2.35803,53.4819,2899540.174,10736.37883,c84fabb9-c359-4b33-9198-5411cc79db02
3953,E05013019,Blackfriars & Trinity,,383140,398861,-2.25555,53.4862,1011956.427,4479.563512,a3d100eb-55e8-40a6-8ff9-a09a17508fe0
3954,E05013020,Boothstown & Ellenbrook,,373294,399885,-2.40401,53.495,13543091.64,17807.90113,b3601c25-e7f0-44b0-8000-e7b8f930e6c9
3955,E05013021,Broughton,,382953,400229,-2.25844,53.49849,2522118.436,9493.346882,157816dd-90d4-467b-a507-a311ed41468a
3956,E05013022,Cadishead & Lower Irlam,,370238,394173,-2.44953,53.44349,15956542.37,19540.94095,09703cc5-5659-4b8e-a7f4-516a0d592e99
3957,E05013023,Claremont,,379502,400012,-2.31045,53.49642,2657088.554,8243.567083,7e3f019d-086e-489f-92f9-cdf5b3886fef
3958,E05013024,Eccles,,377408,399295,-2.34196,53.48989,3049232.383,9071.421205,c2eebfc3-bbd3-436b-8ef9-a9ded0462b19
3959,E05013025,Higher Irlam & Peel Green,,373207,396623,-2.40504,53.46567,10400734.74,16800.03078,f3b71c8b-e7f2-4e58-a03b-8792cca27952
3960,E05013026,Kersal & Broughton Park,,381405,401441,-2.28185,53.50933,3277192.499,9261.790532,e96b8b7c-bd0b-4096-b0f4-1bcfc21b9d5d
3961,E05013027,Little Hulton,,371447,404003,-2.43223,53.53191,4039696.65,10732.14772,1fb9faf1-2603-4b87-b8c0-6cb478973f00
3962,E05013028,Ordsall,,381988,397814,-2.27285,53.47675,2018967.961,7503.937487,d0470812-9c40-4a07-9cd2-1f89059c5647
3963,E05013029,Pendlebury & Clifton,,379026,402562,-2.31779,53.51932,6771511.807,16006.58521,8b974e40-9090-4910-a1a9-a126b73c7866
3964,E05013030,Pendleton & Charlestown,,381305,399321,-2.28323,53.49027,4197470.242,14411.63789,1718eb32-c03f-48e4-8d7b-f417eee2f212
3965,E05013031,Quays,,380632,397406,-2.29325,53.47304,1887425.701,9219.137987,4ba3dd6a-e9ec-4a71-bee0-1cd003846cfe
3966,E05013032,Swinton & Wardley,,376653,402074,-2.35355,53.51483,3695759.424,7705.430901,016b4b98-8201-4d5e-b7c8-a020701dd40b
3967,E05013033,Swinton Park,,378577,400952,-2.32445,53.50483,3071267.696,10658.39136,d6926749-bc96-4054-87b0-e137bb25a06c
3968,E05013034,Walkden North,,373827,403706,-2.3963,53.52937,4478052.535,10781.9,bd220b47-5d98-4571-afc6-4058585660d6
3969,E05013035,Walkden South,,373978,402628,-2.39393,53.51969,3789080.251,10235.33903,4884069e-2bde-413c-80fd-4ee4d1356708
3970,E05013036,Weaste & Seedley,,379518,398495,-2.31011,53.48278,3606567.636,8915.24379,faceb637-27e4-4c2b-bcf3-eee34e5a40ab
3971,E05013037,Worsley & Westwood Park,,375931,400583,-2.36432,53.5014,4323981.714,10900.22707,ac664856-341c-4e18-9868-544300ca7eab
3972,E05013038,Burn Valley,,450566,531848,-1.21731,54.67917,2635379.665,9978.827998,6b7b1e5b-c3bf-4ccc-807c-e7465e6b2d83
3973,E05013039,De Bruce,,449502,535358,-1.23321,54.71081,2954131.314,9128.317816,d0f21162-156a-4a2f-9652-e227e3aef2a2
3974,E05013040,Fens & Greatham,,448737,528168,-1.24628,54.64628,19247215.52,32488.00069,a5cf92a3-9d2c-42a7-8a17-94bf1bb5f0c0
3975,E05013041,Foggy Furze,,450220,530974,-1.22282,54.67135,1687500.64,5666.837326,db4e44c6-25cc-4335-bccf-71f8c60300ef
3976,E05013042,Hart,,447100,535099,-1.27053,54.70872,11310480.8,19087.24275,f42c9662-4c85-467d-975b-4ec491840997
3977,E05013043,Headland & Harbour,,451274,533869,-1.20597,54.69726,4219993.12,21739.4823,8fe2f4b3-d2f8-4c31-b477-aa313bdc9d9c
3978,E05013044,Manor House,,449105,531001,-1.2401,54.6717,2610290.81,10171.11714,ebb4ff51-5ec1-4cd3-b86b-34547c3f92e2
3979,E05013045,Rossmere,,450405,530056,-1.22011,54.66308,2729752.771,9070.930138,5e138a5c-55b1-4d23-94dc-0dd2a53688a2
3980,E05013046,Rural West,,444670,530557,-1.30894,54.66812,32356116.34,39763.67481,5853173f-0295-45b0-94e1-c56a28eaf8ca
3981,E05013047,Seaton,,452252,528994,-1.19167,54.65335,10505384.93,22920.95527,a18c990c-045e-4694-986a-ac6dc5b4d214
3982,E05013048,Throston,,448875,533711,-1.24322,54.69608,2229610.698,7695.26059,1fec3ca4-ea2a-4f41-94d5-916db729d2e6
3983,E05013049,Victoria,,450170,532851,-1.22328,54.68822,1401144.34,5397.143269,03535836-a087-4095-89df-0edc2173ac6d
3984,E05013050,Abbey,,547579,259200,0.158569,52.21127,3906937.508,12198.29209,1cf20e3c-50a0-4e72-91bf-09ada10f50be
3985,E05013051,Arbury,,544738,260344,0.117508,52.2223,1461078.373,7122.127549,31854f41-dbfa-478b-90e6-92f5520d45ea
3986,E05013052,Castle,,543518,260106,0.09956,52.22048,2907047.38,10401.72331,e773d277-a415-4e06-8cb1-d34f6c742604
3987,E05013053,Cherry Hinton,,548564,256348,0.171724,52.18538,3826262.947,12278.89705,f3fa6207-1080-48c8-802d-5b622e8d0f83
3988,E05013054,Coleridge,,546998,256844,0.14905,52.19026,1935313.396,8570.471548,5b211110-36ac-44b1-afcf-b8e8dcce0af3
3989,E05013055,East Chesterton,,547080,260872,0.151997,52.22642,2619200.668,10440.81109,ad7da872-7ad3-490f-9918-c9baadadea22
3990,E05013056,King's Hedges,,545963,261022,0.13572,52.22807,1676200.234,6244.004298,00b5f86e-ee60-42b3-89d0-32ec47c183df
3991,E05013057,Market,,545412,258315,0.126497,52.20389,2150684.22,7603.25215,07f40992-92c7-4d12-8f85-5af4e3d8650e
3992,E05013058,Newnham,,543681,258115,0.1011,52.20255,4853337.739,11121.94333,5ecaec50-1917-46e0-9aa8-e783a617cf68
3993,E05013059,Petersfield,,545925,257518,0.133655,52.1966,1620553.72,7315.146392,38ebbfc7-3d69-4c4a-99af-533ae7333ea7
3994,E05013060,Queen Edith's,,546954,255318,0.147746,52.17656,4518610.677,10202.28911,f01f5290-2844-40fe-aba6-12c5fbac5f9b
3995,E05013061,Romsey,,547110,258120,0.151241,52.20169,1488217.16,6714.448512,e5f63033-c999-4fb7-b017-31f1e426859f
3996,E05013062,Trumpington,,544728,255484,0.115287,52.17864,6197392.576,11810.40243,ac78d94e-372e-440c-813e-a9b42b4c64f5
3997,E05013063,West Chesterton,,545388,259769,0.12677,52.21696,1539664.225,7603.898932,51974b3d-7a2f-462d-aaf8-e96c96d127c4
3998,E05013064,Adlington & Anderton,,362272,415012,-2.57197,53.63028,31758014.51,35718.59317,48eaf240-e4d0-43f0-a9b1-a62ee4f1c59a
