FID,WD24CD,WD24NM,WD24NMW,BNG_E,BNG_N,LONG,LAT,Shape__Area,Shape__Length,GlobalID
3637,E05012621,Leamington Brunswick,,431943,264570,-1.53321,52.27836,1896744.661,6733.757569,74d070c0-1cf9-4c93-a55d-947d11a1187b
3638,E05012622,Leamington Clarendon,,432697,265951,-1.52203,52.29074,4452521.003,13746.35667,1a5a8cde-ccb6-4c8f-a6a4-a084c9ee6b4c
3639,E05012623,Leamington Lillington,,432792,268115,-1.52042,52.31018,4074382.044,12740.50047,45641bc5-4365-44de-a52e-c11f60a0998a
3640,E05012624,Leamington Milverton,,430693,267158,-1.5513,52.3017,5497326.785,12153.80696,d34fd046-5af5-41af-9e36-7fee584298b1
3641,E05012625,Leamington Willes,,432881,265000,-1.51942,52.28218,2472494.062,9194.079202,e57994c0-a748-4a13-8ab7-32c80e5d1d5f
3642,E05012626,Radford Semele,,436901,267160,-1.46026,52.30134,34434599.69,42290.62651,061478b3-96fc-439e-9e84-a8545feee390
3643,E05012627,Warwick All Saints & Woodloes,,428539,266250,-1.58296,52.29365,3137151.419,11749.54412,d74960c1-cf73-4fbf-a615-53471c49c295
3644,E05012628,Warwick Aylesford,,427942,263718,-1.59192,52.27092,7341519.983,11579.54087,1ebe2ca7-a352-4767-86c9-a3346e3b27b9
3645,E05012629,Warwick Myton & Heathcote,,429864,264444,-1.56369,52.27735,4959179.559,14057.77453,97fb9044-3454-4f1f-8d37-f224f73d68d0
3646,E05012630,Warwick Saltisford,,428006,265331,-1.59085,52.28542,2057232.159,8296.899791,85994e38-c8d0-4be5-8b39-7dfddb2f7581
3647,E05012631,Whitnash,,433181,262128,-1.5153,52.25634,4544994.912,11453.00324,0b3205c0-ecdb-4e6f-9277-167e1fbe653b
3648,E05012632,Barleythorpe,,484532,309721,-0.7511,52.67862,4019969.855,12650.58788,e3231de6-612d-4bdc-a05e-874e1e2b4522
3649,E05012633,Braunston & Martinsthorpe,,486591,303467,-0.72229,52.62209,69866987.94,55589.49169,29cfed5b-0725-4eec-b0bb-df5d83cb313c
3650,E05012634,Cottesmore,,489872,315249,-0.67063,52.72744,21589521.19,24432.31875,b3a5e4db-4281-4783-8ac5-a54ded4e0f18
3651,E05012635,Exton,,490346,309128,-0.66529,52.67235,57935908.37,52787.34876,6c80f7ad-d054-4a51-9f03-30e22a6651a4
3652,E05012636,Greetham,,495210,315371,-0.59158,52.72763,42858296.94,38289.01919,94698da3-f46c-4835-8c32-7c5e42984573
3653,E05012637,Ketton,,496848,303141,-0.57092,52.61743,31460741.1,47719.37139,30b1171d-4ca7-48bd-8451-cc65d98adc0f
3654,E05012638,Langham,,484330,311157,-0.75372,52.69156,11813921.39,17884.30757,05b668fc-3fa5-4cf9-a20f-6fce0643d2ee
3655,E05012639,Lyddington,,488123,297249,-0.70132,52.56596,35320066.01,39039.97042,7c8e3866-30f7-4918-8d40-0458d28f3500
3656,E05012640,Normanton,,493881,305463,-0.61407,52.63881,44170085.43,46237.26079,265f7921-96f8-4000-a57b-bf3f4b072b64
3657,E05012641,Oakham North East,,486240,309432,-0.72592,52.67575,1308183.637,5702.525326,25da63eb-ef64-4ea4-8c43-70d01af860b6
3658,E05012642,Oakham North West,,484925,308770,-0.74553,52.67001,3747332.745,14479.27115,0efdfb43-0c4f-42f2-8e87-1d89f8db57c2
3659,E05012643,Oakham South,,485726,308170,-0.73385,52.66449,4040226.298,12317.41714,b4aa4bdd-c2fc-4fb4-b349-63a8428021cf
3660,E05012644,Ryhall & Casterton,,501486,310897,-0.50006,52.68628,36323546.86,34521.51638,cfd7e79e-f0bc-454b-a56d-fd457f4c5870
3661,E05012645,Uppingham,,486014,299171,-0.73193,52.58357,7780286.418,15679.52081,472e59b9-f7b2-4e82-b81b-d5acef88dc47
3662,E05012646,Whissendine,,482445,314720,-0.78071,52.72387,21499819.31,29728.05802,f3471bb9-aa66-424a-bfbd-d51a81acd0e2
3663,E05012647,Beeston & Holbeck,,428636,431018,-1.56697,53.77473,7765197.624,13868.93865,d3bb5a7d-2763-4c4a-a114-a204a06efb09
3664,E05012648,Farnley & Wortley,,425765,431998,-1.61045,53.78369,12389051.27,18839.00579,10f57a67-e799-47da-823b-c0df1f710d67
3665,E05012649,Alderney & Bourne Valley,,405534,93230,-1.92293,50.73864,5101256.303,12337.49519,f41dec7c-b282-4599-9317-08c2855790a0
3666,E05012650,Bearwood & Merley,,403636,97436,-1.94979,50.77648,17479393.98,26101.51272,17291e5f-cde5-408c-9d43-6b2fa764d7b8
3667,E05012651,Boscombe East & Pokesdown,,412296,91886,-1.82715,50.72645,1719492.556,6959.198099,fc264958-d199-4d01-a6b4-2001a8be17c5
3668,E05012652,Boscombe West,,411343,91731,-1.84065,50.72508,1194407.553,4845.54721,574e5f4b-11b9-447f-83d8-c22b66f9ae66
3669,E05012653,Bournemouth Central,,408878,91589,-1.87558,50.72384,2329853.464,6864.023823,e067ac1e-136f-4467-94d1-715590bf2035
3670,E05012654,Broadstone,,400427,96153,-1.9953,50.76495,6173999.874,11961.32786,ec4db707-0708-4e2b-a22c-68ac35cf02a9
3671,E05012655,Burton & Grange,,416948,95568,-1.76107,50.75945,10006057.24,17001.39102,c594adba-dbb4-4431-af2d-6f19c9719484
3672,E05012656,Canford Cliffs,,405131,89459,-1.92869,50.70473,6349912.956,17595.70757,b9ee9c93-c91b-464f-b2ca-e1137049eaba
3673,E05012657,Canford Heath,,402737,94656,-1.96256,50.75148,5634464.375,10671.14058,37005698-e753-4a7e-9772-89c70f4520ec
3674,E05012658,Christchurch Town,,415355,93094,-1.78376,50.73724,3467504.304,19654.81392,bf552513-65af-4051-93c3-b9f9c9346af5
3675,E05012659,Commons,,412323,97210,-1.82659,50.77433,27901373.2,33462.42196,0f199210-f176-484a-9536-6214aba5929e
3676,E05012660,Creekmoor,,400073,93870,-2.00032,50.74442,3758394.727,15995.58073,5528cea4-8fd0-4752-8ef9-784817b65d54
3677,E05012661,East Cliff & Springbourne,,410161,91666,-1.8574,50.72451,2289439.962,9628.845873,00a78230-bb4c-43f1-94eb-f6e204fdde2f
3678,E05012662,East Southbourne & Tuckton,,415200,91597,-1.78602,50.72379,4378152.869,19895.83936,a42a0a9c-2260-46ad-8c03-8dccb13e0dfc
3679,E05012663,Hamworthy,,399140,91450,-2.01354,50.72266,5388274.477,25629.19822,5fc5cb47-3b67-41b2-a634-921b5a2f73a9
3680,E05012664,Highcliffe & Walkford,,421140,93812,-1.70174,50.74352,4683199.164,11025.30134,13947e36-a55a-4ddf-8348-0fa3a9005edf
3681,E05012665,Kinson,,406673,96233,-1.90673,50.76563,6099009.72,12199.12983,eccb0ead-7116-40e0-b3f9-3a22d79fe891
3682,E05012666,Littledown & Iford,,412904,93665,-1.81847,50.74244,3999590.06,11608.11638,62d3b700-8d91-4316-8f56-2d56ebaeb2a3
3683,E05012667,Moordown,,409137,94982,-1.87183,50.75435,1614274.928,5995.612899,c27bfd18-9bc8-4f96-9496-935eca88c5e7
3684,E05012668,"Mudeford, Stanpit & West Highcliffe",,418951,93082,-1.7328,50.73703,4362532.209,20626.39986,2a65b266-676a-46c0-a054-89b378e5f981
3685,E05012669,Muscliff & Strouden Park,,410913,95322,-1.84664,50.75738,6084254.976,13541.69746,01615954-41fe-4712-a5b2-ba33b6237b1b
3686,E05012670,Newtown & Heatherlands,,404094,93260,-1.94333,50.73892,3397327.569,9116.536121,4430207a-e2bb-4c49-b905-606c24a9cd03
3687,E05012671,Oakdale,,401820,92567,-1.97556,50.7327,2758755.156,9596.721432,9527ffdb-339e-496c-a92e-e31e4745d7f2
3688,E05012672,Parkstone,,403305,91095,-1.95453,50.71946,2888607.473,12700.93952,b6986436-d79c-48f0-9a71-b36e0d215091
3689,E05012673,Penn Hill,,404589,91440,-1.93634,50.72255,2536662.955,11899.696,d2ff039d-92b5-4a59-b155-cbc2b65298f6
3690,E05012674,Poole Town,,401596,91138,-1.97874,50.71985,3211220.934,15380.05529,ae781d13-1b99-43f1-9d89-94cc47b25125
3691,E05012675,Queen's Park,,410542,93347,-1.85196,50.73962,2639738.604,7536.999698,f732e759-54a2-4b1b-b2ff-edf2b578f0c1
3692,E05012676,Redhill & Northbourne,,408162,95735,-1.88563,50.76114,2491455.556,7464.509525,8e8344d8-3ba9-480c-8ce9-28ceb6b3bebd
3693,E05012677,Talbot & Branksome Woods,,407669,92570,-1.89269,50.73268,4727115.506,11747.13373,58f4b359-f4ef-4626-b32a-30c837f8ce62
3694,E05012678,Wallisdown & Winton West,,407304,94238,-1.89782,50.74769,2392237.173,8692.758601,044c6e8f-1e1f-4900-91c2-7ebe41b1c37b
3695,E05012679,West Southbourne,,413671,92043,-1.80766,50.72783,1691940.464,6661.371508,9af214b6-4b24-43c7-a29b-818cb1686d4b
3696,E05012680,Westbourne & West Cliff,,407511,90784,-1.89496,50.71662,1982593.655,6984.440073,82fde02f-34f1-44aa-a2d4-998ab08cd35b
3697,E05012681,Winton East,,409086,93669,-1.87258,50.74254,1351421.836,5021.29155,aca69d60-6870-4630-8c49-83b7f5ffd6ec
3698,E05012682,Beacon,,386885,116981,-2.18807,50.9521,107163579.9,72346.90522,f8cf991b-50f2-4f44-a7f2-5aab62a336cc
3699,E05012683,Beaminster,,348288,103678,-2.73563,50.8303,37829438.19,38713.01169,2045104b-5d5c-41de-9d17-45c8ded0f319
3700,E05012684,Blackmore Vale,,377298,109350,-2.32407,50.88318,85355684.87,68070.22144,fcb47fdd-b5c0-4a03-b78a-1d532fba14bd
3701,E05012685,Blandford,,388989,107398,-2.15783,50.86597,4092405.052,9262.911316,358d1a12-2e75-454d-8338-041678a7fc14
3702,E05012687,Chalk Valleys,,369523,101929,-2.43398,50.81609,161763743.8,79984.40945,e4e2f0ef-168f-4731-9748-6530d6cc851e
3703,E05012688,Charminster St Mary's,,366231,93931,-2.47997,50.74398,62196697.18,41585.36934,691caf7e-9e5b-45d8-811b-ad30cb7341bc
3704,E05012690,Chickerell,,364851,81736,-2.49836,50.63424,15670480.08,29020.58285,18bc9d83-7c8c-40ba-9e61-8267f6591ee2
3705,E05012691,Colehill & Wimborne Minster East,,403166,100704,-1.95642,50.80587,10440251.29,19370.00492,a74204f7-a942-4758-8571-11a133d5ede7
3706,E05012692,Corfe Mullen,,398321,96576,-2.02516,50.76875,12264102.25,17360.30421,3f29f251-39f0-4d59-abda-36b090cd2da0
3707,E05012693,Cranborne & Alderholt,,407156,112941,-1.89956,50.91588,74933485.53,56080.66027,9af92ae0-dcb1-42ad-a875-f101ba70a34b
3708,E05012694,Cranborne Chase,,397444,112257,-2.03771,50.90976,119469781.2,77104.72525,a8997bbe-8974-4ab4-992a-7403254970c1
3709,E05012695,Crossways,,375071,85098,-2.35408,50.665,39377888.32,32565.11547,bb56d58b-8c3b-4b1f-93af-17fe84a6fa01
3710,E05012696,Dorchester East,,369939,90064,-2.4271,50.70941,2549463.486,9336.436514,cf24879b-f60c-41e1-bfb6-ab1a400055e0
3711,E05012697,Dorchester Poundbury,,367402,90588,-2.46307,50.71399,1884234.849,6737.244643,34640e47-a195-48ca-8efd-836fa4473266
3712,E05012698,Dorchester West,,368703,90386,-2.44463,50.71224,2680231.113,8436.993453,cfaac126-5e99-46c0-90eb-760bb719438b
3713,E05012700,Ferndown North,,406839,101004,-1.90429,50.80854,9731048.936,16641.73625,f7b31dc2-deb6-4769-8868-a127122bd6fd
3714,E05012701,Ferndown South,,406325,99301,-1.91162,50.79323,8983852.096,20847.33666,e4cf6032-8add-40c0-863d-6997aab3c8ec
3715,E05012702,Gillingham,,381337,125978,-2.26752,51.03285,86030300.88,47538.13627,479e7542-4d4c-48b2-8fc5-4902692eee5d
3716,E05012703,Hill Forts & Upper Tarrants,,390797,111020,-2.13223,50.89857,77972138.7,64755.52336,d7c7c28b-2f0c-4744-8c3c-2e3cef745114
3717,E05012704,Littlemoor & Preston,,369564,82857,-2.43181,50.64458,8502854.776,16803.43292,37113e5b-0f76-45fb-a2ec-0309f7789077
3718,E05012705,Lyme & Charmouth,,335117,93380,-2.92081,50.73638,6965415.037,17533.46413,3c4b7a62-e5d8-4514-aa56-8fa9c6139cc0
3719,E05012706,Lytchett Matravers & Upton,,392830,95558,-2.10301,50.75956,43210945.69,48526.24455,9b631611-1a97-4604-9a39-3c8c49ff6465
3720,E05012708,Melcombe Regis,,368168,80124,-2.45132,50.61993,879147.4774,7238.131039,869bdad9-f1b5-49ae-a16e-e5dad4ace057
3721,E05012709,Portland,,369301,72953,-2.43471,50.55551,12140852.31,33815.78667,53bac45c-eb18-4128-89f0-e5ad826f00dc
3722,E05012710,Puddletown & Lower Winterborne,,384547,98017,-2.22055,50.78151,102020467.7,87074.42286,db58a207-e979-462f-96ad-46a2e09d4e92
3723,E05012711,Radipole,,367486,80832,-2.46102,50.62626,4498287.642,13382.67337,693bd67f-d218-470a-9c5d-6d6bab57f63b
3724,E05012712,Rodwell & Wyke,,366657,77587,-2.47245,50.59703,3819330.178,15130.23058,450d0876-d263-4d77-951a-46488c4c4ef0
3725,E05012713,St Leonards & St Ives,,412170,103116,-1.82856,50.82744,24843720.71,30157.345,75a9e3b1-cfaf-4c02-857d-07f6c9f83722
3726,E05012714,Shaftesbury Town,,386032,123143,-2.20045,51.00749,4500355.767,11980.26696,52f90dd7-22fd-47aa-bde7-63dba7d4b119
3727,E05012715,Sherborne East,,363934,117382,-2.51484,50.95472,3074745.67,9832.861097,4d8fb71a-9f14-4309-9668-ed9b1b841606
3728,E05012716,Sherborne Rural,,363174,114688,-2.52538,50.93045,109417587.4,100445.3112,beb8c1da-54c7-43c5-9d5f-e7dde0285b8a
3729,E05012717,Sherborne West,,363074,116244,-2.52697,50.94443,3611576.202,10389.9355,0a59d1d9-0112-4f4c-8215-3a81a0d87070
3730,E05012718,South East Purbeck,,395379,82871,-2.06671,50.64549,142094021,148439.7109,a2c2143b-3838-4ed1-bd68-36e1dda5fca4
3731,E05012719,Stalbridge & Marnhull,,373554,117088,-2.37786,50.9526,47392618.04,47293.22813,57a76662-c01e-4767-a508-e83dac625246
3732,E05012720,Stour & Allen Vale,,396058,102189,-2.05732,50.81922,99850153.96,81761.79942,d78acc9d-dbaf-484f-8997-b11f62fdedcc
3733,E05012721,Sturminster Newton,,377637,114321,-2.31956,50.92789,22716156.1,27600.30189,de085231-4e8b-4f54-903b-21327a9b4e9f
3734,E05012722,Swanage,,402323,79081,-1.96852,50.61142,11196289.95,18874.58208,5eb7f2f4-7da7-4585-8d2f-ed067b27e408
3735,E05012723,Upwey & Broadwey,,366406,84875,-2.47666,50.66256,7716017.732,16116.56153,74843115-4700-4e38-b4dc-73275969bb6e
3736,E05012724,Verwood,,409174,108503,-1.87097,50.87594,10376803.95,17649.67616,55148a17-7b48-45fe-bf23-ada21d3a7e38
3737,E05012725,Wareham,,390689,88426,-2.13318,50.69539,60900085.82,123684.0791,1be13d32-1334-4763-ad11-154d82ecd1dd
3738,E05012726,West Moors & Three Legged Cross,,408681,104441,-1.87807,50.83942,14338230.96,19113.16522,b2bb98bc-7628-43a6-afa0-cbc8c06e4fea
3739,E05012727,West Parley,,408538,97950,-1.88025,50.78105,4925178.344,11215.68628,41f979f5-75fc-422f-be11-0a989fe9c58c
3740,E05012728,West Purbeck,,383252,88611,-2.23849,50.69689,146709012.2,77868.18322,767f649a-a9ce-4f2d-98f4-026b77e7d999
3741,E05012729,Westham,,366774,79157,-2.47094,50.61116,2427263.232,9770.030837,403a0651-2730-425d-89c6-a17baa56f7c0
3742,E05012730,Wimborne Minster,,401202,100207,-1.9843,50.80141,3090052.072,11306.94975,29715e4f-fafc-4b6d-9a5e-0e01d75dc668
3743,E05012731,Winterborne & Broadmayne,,367527,88189,-2.46109,50.69242,79322327.52,65196.2364,f0dd8ea4-53b1-4022-acc1-1032e7cd32ed
3744,E05012732,Winterborne North,,384983,104706,-2.21464,50.84167,54678902.56,45775.21727,ea109054-80e5-44b6-a212-787f9c103d65
3745,E05012733,Yetminster,,357779,107667,-2.60134,50.86694,120832343.2,77773.09874,4ffa63d6-fd9c-40c6-99e6-396d0ac9d9bc
3746,E05012735,Beccles & Worlingham,,645676,290364,1.6146,52.45595,24427993.34,27732.78031,68c442bc-a362-40e9-85f0-5c0a3c8e23b6
3747,E05012736,Bungay & Wainford,,637727,285532,1.494409,52.4161,130235454.8,75230.47659,81609e75-32ee-4778-8982-dfed6ae26742
3748,E05012737,Carlford & Fynn Valley,,622425,251586,1.247441,52.11783,96266732.86,53758.50033,c278a233-9c40-4aff-b3e5-12b9b687e8f3
3749,E05012738,Carlton & Whitton,,652245,291530,1.711948,52.46342,3242840.289,10820.47282,5433c392-9b50-4aff-9b0c-0d8178f974db
3750,E05012739,Carlton Colville,,650072,291252,1.679823,52.46192,21171703.14,36350.74697,ec7410fc-2071-4735-9544-f6e1aecd882f
3751,E05012740,Deben,,633773,244757,1.408208,52.05187,108727788.4,102693.0705,c4b0a0f6-2638-4219-8ef8-b9a13acc88fb
3752,E05012741,Eastern Felixstowe,,630557,236043,1.355528,51.975,10694498.88,25966.61451,3f79a529-ec96-4fa4-bf76-c0177f22172c
3753,E05012742,Framlingham,,629314,264100,1.356333,52.22734,133493101.7,72257.05904,11482ea1-52af-4663-825b-152cf7818c65
3754,E05012743,Gunton & St Margarets,,654067,295453,1.741696,52.49777,4239076.034,10297.5268,046337f3-6d80-4339-86d6-93e1ed46db16
3755,E05012744,Halesworth & Blything,,639795,279254,1.520269,52.35886,64604780.01,52995.11246,0e507537-0091-4cb5-95d7-fc15e2fedc0f
3756,E05012745,Harbour & Normanston,,654365,293693,1.744734,52.48184,3927666.761,12136.01881,db7e88d2-e284-44c5-824c-992a49e2ca03
3757,E05012746,Kelsale & Yoxford,,635239,273042,1.449149,52.30509,106034051.4,57578.12377,7a0b793e-d617-4efc-9876-08d93111eb06
3758,E05012747,Kesgrave,,622131,245207,1.239002,52.06069,5744723.257,10672.57122,62b96e84-0998-4d19-a798-b09a89f10a12
3759,E05012748,Kessingland,,652515,286493,1.71211,52.4181,7432882.624,12660.19769,da47e179-9d5d-4630-954a-21504c8f6510
3760,E05012749,Kirkley & Pakefield,,653849,291357,1.735375,52.46112,4059603.392,12497.00514,16d3a842-fd9b-4617-ace0-cd004b9e4c85
3761,E05012750,Lothingland,,650269,297931,1.68773,52.52175,32504556.29,28929.25123,1eb29838-5079-4c92-8668-fb95a967d4fa
3762,E05012754,Oulton Broad,,651615,293982,1.704543,52.48571,7987090.727,24570.75122,8522dd55-65a4-460a-8e63-3b965aecda1a
3763,E05012755,Rendlesham & Orford,,638790,252715,1.486804,52.12115,93259018.79,136454.5562,e2056603-2e25-498e-87d6-bdb9d3868a17
3764,E05012756,Rushmere St Andrew,,620610,244065,1.216115,52.05105,2267795.35,7699.999872,c7f605db-f4ef-406b-b746-84ded269d5fd
3765,E05012758,Southwold,,649279,277516,1.65796,52.33905,22027472.86,37261.55416,c37c3abb-62a1-4b0e-854b-b01654e16922
3766,E05012759,Western Felixstowe,,628034,234194,1.317633,51.95945,6061934.152,13625.92671,9016ea3e-e0eb-4009-be77-34e406560af6
3767,E05012760,Wickham Market,,632980,257709,1.405518,52.16844,49816852.84,54257.97737,d44ff703-c7cf-434f-98a1-a68217007865
3768,E05012762,"Wrentham, Wangford & Westleton",,649060,282017,1.658088,52.37953,129072237.5,113691.743,1d68988f-4322-4105-bc12-f0dfe216d976
3769,E05012763,Abbeygate,,585139,264055,0.710353,52.24355,1704779.392,7708.106851,91e1cd63-acb2-4e43-b361-b0b254a3814d
3770,E05012764,Bardwell,,588525,276885,0.767062,52.35761,75769954,59812.42752,61ede489-c93b-49b5-b770-535a62ee2001
3771,E05012765,Barningham,,598190,277073,0.908909,52.35589,33847865.38,37777.58529,e3388f5f-5727-4b91-ad81-702cedea1426
3772,E05012766,Barrow,,577971,263428,0.605153,52.24028,31033548,29046.98126,5c96a553-2c82-43ab-a248-f6af2b5fe5d3
3773,E05012767,Brandon Central,,578382,286506,0.623406,52.4474,1194953.478,6295.7556,3e7760e3-8116-4c96-afd8-67f6379bd981
3774,E05012768,Brandon East,,581767,285311,0.672507,52.43556,20478545.85,20109.90621,0b9dcdae-02e9-4279-b323-35d504137186
3775,E05012769,Brandon West,,576489,283821,0.594166,52.4239,31657324.53,25802.54693,89d7f73d-053d-43aa-aec5-eeac26d28346
3776,E05012770,Chedburgh & Chevington,,576263,259289,0.578011,52.20365,54363547.58,58767.48939,1c057cbb-ea7a-4438-8b6c-43218dc4ad47
3777,E05012771,"Clare, Hundon & Kedington",,575974,248196,0.568045,52.10411,82256294.34,59422.54977,230eebba-899b-4093-ac87-69c937f8a10e
3778,E05012772,Eastgate,,586186,264915,0.726143,52.25092,2225944.466,9155.28614,583ba0a4-5b92-488d-91cc-8d5abf7d3275
3779,E05012773,Exning,,562290,266381,0.377131,52.27164,11867698.75,18583.26611,66ffc53d-da2e-4bb0-b80b-d3f2b8c040a2
3780,E05012774,Haverhill Central,,567364,245113,0.440943,52.07909,1094410.056,5081.673707,ab056e07-efad-4a5a-b53a-35745fb23037
3781,E05012775,Haverhill East,,567909,245728,0.449191,52.08445,2814608.669,10149.22645,f75a6247-0322-4915-8ae1-efce0d406276
3782,E05012776,Haverhill North,,566902,246512,0.434891,52.09179,1560439.979,5786.960442,094d8994-b6c4-4113-bf80-1895d4172c62
3783,E05012777,Haverhill South,,566245,245059,0.424603,52.07894,3836839.97,12738.19797,f262aa95-3214-47c5-8f0f-43c0d452fbf7
3784,E05012778,Haverhill South East,,568366,244752,0.455372,52.07554,1222878.157,7658.231683,abc448b8-d819-48cc-aa11-82d1b16d91c4
3785,E05012779,Haverhill West,,565372,245665,0.412169,52.08464,2441052.567,8974.780109,cd512e42-b6e1-4c0b-b527-38ca016c33cd
3786,E05012780,Horringer,,584998,260409,0.706298,52.21085,35430704.56,38877.31275,e0e6432c-1dc1-4a0d-bf2f-3582ac0fa5c4
3787,E05012782,Ixworth,,592863,271804,0.82777,52.31048,13641198.33,24426.06989,948d72d1-1195-43c8-bd2f-025c26ce9db7
3788,E05012783,Kentford & Moulton,,570797,265274,0.501126,52.25913,40188663.92,47061.51031,ac929ff2-de0c-4745-a66f-a78bcb13b10c
3789,E05012784,Lakenheath,,571353,281424,0.517487,52.40401,98463450.28,63041.5647,c7a9df1e-f9ca-4c0e-8748-d119890ed614
3790,E05012786,Mildenhall Great Heath,,571586,275574,0.517917,52.35139,895935.5276,4435.764159,49eb7dcc-ab47-48db-b3f7-a97f7a245e10
3791,E05012787,Mildenhall Kingsway & Market,,573493,275760,0.545983,52.35246,7499209.753,17673.19717,dd1c9991-faaa-462d-b736-c64acdbdac3e
3792,E05012788,Mildenhall Queensway,,570183,275116,0.497107,52.34772,3163716.838,10485.0557,a852c35c-e057-4e8e-abfe-bcb2b9922ec5
3793,E05012789,Minden,,583821,264377,0.691246,52.24688,2057325.401,7188.495499,0315f8f1-5738-4e83-9711-48c53c9aeaeb
3794,E05012791,Newmarket East,,564701,263622,0.411089,52.24615,2025825.664,8963.618302,9b1533f3-59a9-47bc-8d25-959ad7b1c7bf
3795,E05012792,Newmarket North,,563964,265077,0.40101,52.25943,3766223.992,8308.016337,3e8dcfee-757e-4d21-ad02-134b385819ea
3796,E05012793,Newmarket West,,562307,263477,0.375986,52.24555,8772926.568,13724.34986,2f8edbd5-f24e-4af5-9e7d-e74fd2e3b2e1
3797,E05012794,Pakenham & Troston,,589695,272322,0.781648,52.31623,44331612.31,46754.56464,568fae65-2c30-490d-8bf1-e71a30912d4c
3798,E05012795,Risby,,579978,271506,0.63882,52.31217,93316816.47,48834.91595,9369e7d9-61ff-4547-a843-203cc582ccd8
3799,E05012797,St Olaves,,583925,265954,0.693626,52.26101,1820104.91,7958.444586,d0927e21-365d-481f-96ae-9d388ee18cba
3800,E05012798,Southgate,,586040,262658,0.722766,52.2307,3573516.349,11316.78148,a8adbc97-72e8-4d9a-8184-232c097f1a2e
3801,E05012799,Stanton,,597357,272971,0.894288,52.31936,16337488.5,23726.71524,bd1ce03d-5877-4b51-9b78-5a2f6938f24c
3802,E05012800,The Fornhams & Great Barton,,586520,267456,0.732433,52.27362,26628967.01,35400.57357,01bcf10d-b858-45d1-a2c1-14ed9e1925f8
3803,E05012801,The Rows,,567138,279315,0.454537,52.38637,56278881.66,37648.37685,43782a3e-685f-47ad-9406-68bf0403e6b2
3804,E05012802,Tollgate,,584865,265773,0.707284,52.25907,2050012.229,7950.140668,01ffd485-5ecc-4ed4-b3f9-835197ae43a5
3805,E05012803,Westgate,,584318,263205,0.697879,52.23619,1760895.238,6489.62813,a8cf798c-8fb8-4eb9-8112-58884352b423
3806,E05012804,Whepstead & Wickhambrook,,578861,252753,0.612544,52.14411,52672451.06,68780.22953,a11bba06-20a8-41e1-832d-232dcb526fe1
3807,E05012805,Withersfield,,568342,251075,0.458145,52.13234,57960332.07,48873.71024,94c99b83-13e3-4ae0-9c05-711d41e861d6
3808,E05012841,Adel & Wharfedale,,425773,442815,-1.60943,53.8809,30116627.54,37192.67568,98fc1d35-cb2a-4bc5-a653-e678f380041a
3809,E05012842,Alwoodley,,430236,441235,-1.5417,53.86646,19629658.18,22999.23071,ec4659a3-62d4-4b93-8316-ab4a4377be55
3810,E05012851,Ditchingham & Earsham,,630004,291218,1.384971,52.47043,83737667.29,72695.68989,1efd12cd-f9dc-460f-8cf5-b9fd050668b1
3811,E05012852,Harleston,,624979,285144,1.307035,52.418,22231156.82,33983.95149,29e238fa-c8df-4700-a2e0-29bdcfb52295
3812,E05012854,Sonning Common,,473922,177877,-0.93654,51.49501,32917883.54,33620.85327,c2d44e3a-651e-43cd-8803-56f2bda2730c
3813,E05012855,Alkham & Capel-le-Ferne,,625445,141009,1.220369,51.12398,27454061.18,27280.01589,a070e6b8-67c8-4088-87a9-be73aff06a82
3814,E05012856,"Aylesham, Eythorne & Shepherdswell",,626143,149863,1.235887,51.20319,36467804.78,32612.5011,67fb9164-ae36-4109-853f-a3bee8463c36
3815,E05012857,Buckland,,630986,143294,1.300877,51.14229,2008800.254,6892.272495,74ff16d3-2fc2-4f62-b2b2-791d721e6598
3816,E05012858,Dover Downs & River,,625302,145200,1.220948,51.16166,27699370.73,34470.39508,72cd3d60-04f3-4784-9975-324599d8da1f
3817,E05012859,Eastry Rural,,632194,152175,1.323848,51.22152,53990543.63,43272.54982,50fc34d6-7281-4580-8e35-51e0d8bfbb69
3818,E05012860,"Guston, Kingsdown & St Margaret's-at-Cliffe",,634643,147239,1.355633,51.17622,40029900.65,36190.11535,3fefeb5e-d3d2-4a54-aa19-4b5b023a1feb
3819,E05012861,Little Stour & Ashstone,,627146,158406,1.255633,51.27949,65710319.35,58965.75807,7b1e9851-ae57-402e-ac74-34aaffb830c5
3820,E05012862,Maxton & Elms Vale,,629842,140585,1.282825,51.11843,2742123.408,8702.011701,a529e89e-57eb-4bd7-99db-d21aed77a1c1
3821,E05012863,Middle Deal,,636683,152730,1.38838,51.22466,2327573.886,7394.030852,23d3e37b-c789-4acc-b0c7-bcdc3a0facb2
3822,E05012864,Mill Hill,,635938,151055,1.37663,51.20994,2832109.903,9087.364034,bcc9288c-d622-4fca-886c-c504687fc7c9
3823,E05012865,North Deal,,636691,155040,1.390019,51.2454,4044670.798,12013.07336,1fda8fc1-1941-40c6-83ba-11120f744991
3824,E05012866,St Radigunds,,630292,142134,1.290232,51.13215,2548972.049,9859.998562,94538437-c629-4b3a-be98-147a561852cb
3825,E05012867,Sandwich,,632157,157600,1.326833,51.27024,30284439.77,62416.8382,704c0456-b999-4ac8-964a-0ed8c49cf093
3826,E05012868,Tower Hamlets,,630777,141729,1.296893,51.12832,616367.6543,4331.518411,78b30b29-e5f1-4fe0-ab06-4fb081783805
